CustomerID,Recency,Frequency,Monetary,recency_labels,frequency_labels,monetary_labels,rfm_segment,rfm_score,Cluster_Id
13863.0,129,2,299.56,newest,lowest,smallest,newest-lowest-smallest,7,0
13865.0,1,4,501.56,newest,lowest,smallest,newest-lowest-smallest,7,2
13866.0,76,1,145.67000000000002,newest,lowest,smallest,newest-lowest-smallest,7,0
13867.0,76,3,1005.09,newest,lowest,smallest,newest-lowest-smallest,7,2
13868.0,302,2,3192.54,medium,lowest,smallest,medium-lowest-smallest,5,0
13869.0,125,4,3083.65,newest,lowest,smallest,newest-lowest-smallest,7,2
13870.0,42,10,2751.25,newest,lowest,smallest,newest-lowest-smallest,7,2
13871.0,24,14,6389.8,newest,lowest,smallest,newest-lowest-smallest,7,1
13873.0,3,4,381.7,newest,lowest,smallest,newest-lowest-smallest,7,2
13874.0,359,1,540.45,medium,lowest,smallest,medium-lowest-smallest,5,0
13875.0,39,5,1786.79,newest,lowest,smallest,newest-lowest-smallest,7,2
13876.0,154,1,122.7,newer,lowest,smallest,newer-lowest-smallest,6,0
13877.0,88,1,117.24,newest,lowest,smallest,newest-lowest-smallest,7,0
13878.0,56,1,1271.57,newest,lowest,smallest,newest-lowest-smallest,7,0
13880.0,23,13,3219.77,newest,lowest,smallest,newest-lowest-smallest,7,1
13881.0,13,22,16989.52,newest,lowest,smallest,newest-lowest-smallest,7,1
13882.0,13,6,1131.28,newest,lowest,smallest,newest-lowest-smallest,7,2
13883.0,5,9,2538.75,newest,lowest,smallest,newest-lowest-smallest,7,1
13884.0,32,6,781.3000000000001,newest,lowest,smallest,newest-lowest-smallest,7,2
13885.0,202,2,506.8,newer,lowest,smallest,newer-lowest-smallest,6,0
13886.0,73,1,243.56,newest,lowest,smallest,newest-lowest-smallest,7,0
13887.0,205,1,349.55,newer,lowest,smallest,newer-lowest-smallest,6,0
13888.0,3,2,595.67,newest,lowest,smallest,newest-lowest-smallest,7,2
13889.0,124,1,416.90000000000003,newest,lowest,smallest,newest-lowest-smallest,7,0
13890.0,20,14,1860.8600000000001,newest,lowest,smallest,newest-lowest-smallest,7,2
13892.0,28,4,632.97,newest,lowest,smallest,newest-lowest-smallest,7,2
13893.0,299,1,821.1,medium,lowest,smallest,medium-lowest-smallest,5,0
13894.0,24,5,535.97,newest,lowest,smallest,newest-lowest-smallest,7,2
13895.0,23,5,2588.12,newest,lowest,smallest,newest-lowest-smallest,7,2
13897.0,52,1,311.16,newest,lowest,smallest,newest-lowest-smallest,7,0
13898.0,327,1,155.93,medium,lowest,smallest,medium-lowest-smallest,5,0
13899.0,18,2,388.52,newest,lowest,smallest,newest-lowest-smallest,7,2
13900.0,95,3,740.95,newest,lowest,smallest,newest-lowest-smallest,7,0
13901.0,74,5,2867.2,newest,lowest,smallest,newest-lowest-smallest,7,2
13904.0,296,2,332.64,medium,lowest,smallest,medium-lowest-smallest,5,0
13908.0,5,5,2347.05,newest,lowest,smallest,newest-lowest-smallest,7,2
13911.0,59,9,2580.91,newest,lowest,smallest,newest-lowest-smallest,7,2
13914.0,13,3,613.95,newest,lowest,smallest,newest-lowest-smallest,7,2
13917.0,51,2,272.04,newest,lowest,smallest,newest-lowest-smallest,7,0
13918.0,51,2,1212.8400000000001,newest,lowest,smallest,newest-lowest-smallest,7,0
13919.0,31,3,350.15999999999997,newest,lowest,smallest,newest-lowest-smallest,7,2
13922.0,353,1,172.25,medium,lowest,smallest,medium-lowest-smallest,5,0
13923.0,55,1,351.13,newest,lowest,smallest,newest-lowest-smallest,7,0
13924.0,11,11,1682.08,newest,lowest,smallest,newest-lowest-smallest,7,2
13925.0,64,6,616.65,newest,lowest,smallest,newest-lowest-smallest,7,2
13926.0,25,1,223.85000000000002,newest,lowest,smallest,newest-lowest-smallest,7,0
13927.0,76,1,348.99,newest,lowest,smallest,newest-lowest-smallest,7,0
13928.0,12,4,464.57,newest,lowest,smallest,newest-lowest-smallest,7,2
13929.0,171,3,802.85,newer,lowest,smallest,newer-lowest-smallest,6,0
13930.0,59,2,337.34,newest,lowest,smallest,newest-lowest-smallest,7,0
13931.0,87,3,1230.93,newest,lowest,smallest,newest-lowest-smallest,7,0
13932.0,296,1,307.4,medium,lowest,smallest,medium-lowest-smallest,5,0
13933.0,111,2,608.7900000000001,newest,lowest,smallest,newest-lowest-smallest,7,0
13934.0,265,1,922.1,newer,lowest,smallest,newer-lowest-smallest,6,0
13936.0,172,2,361.28,newer,lowest,smallest,newer-lowest-smallest,6,0
13937.0,171,1,158.85,newer,lowest,smallest,newer-lowest-smallest,6,0
13938.0,244,1,71.66,newer,lowest,smallest,newer-lowest-smallest,6,0
13939.0,25,4,556.75,newest,lowest,smallest,newest-lowest-smallest,7,2
13940.0,19,4,839.14,newest,lowest,smallest,newest-lowest-smallest,7,2
13941.0,23,7,4912.41,newest,lowest,smallest,newest-lowest-smallest,7,1
13946.0,81,3,561.5699999999999,newest,lowest,smallest,newest-lowest-smallest,7,0
13947.0,215,1,90.6,newer,lowest,smallest,newer-lowest-smallest,6,0
13948.0,362,1,102.0,medium,lowest,smallest,medium-lowest-smallest,5,0
13949.0,26,6,2427.32,newest,lowest,smallest,newest-lowest-smallest,7,2
13950.0,13,5,728.56,newest,lowest,smallest,newest-lowest-smallest,7,2
13951.0,178,3,674.45,newer,lowest,smallest,newer-lowest-smallest,6,0
13952.0,5,3,3246.091,newest,lowest,smallest,newest-lowest-smallest,7,2
13953.0,54,7,3515.68,newest,lowest,smallest,newest-lowest-smallest,7,2
13954.0,59,3,378.59,newest,lowest,smallest,newest-lowest-smallest,7,2
13955.0,126,2,322.96,newest,lowest,smallest,newest-lowest-smallest,7,0
13956.0,56,5,1019.27,newest,lowest,smallest,newest-lowest-smallest,7,2
13958.0,667,1,-102.45,oldest,lowest,smallest,oldest-lowest-smallest,3,0
13959.0,81,3,594.04,newest,lowest,smallest,newest-lowest-smallest,7,0
13960.0,23,2,230.22,newest,lowest,smallest,newest-lowest-smallest,7,2
13962.0,23,2,169.55,newest,lowest,smallest,newest-lowest-smallest,7,2
13963.0,253,4,664.54,newer,lowest,smallest,newer-lowest-smallest,6,0
13967.0,147,1,80.7,newer,lowest,smallest,newer-lowest-smallest,6,0
13969.0,18,20,8956.92,newest,lowest,smallest,newest-lowest-smallest,7,1
13971.0,5,11,2702.2200000000003,newest,lowest,smallest,newest-lowest-smallest,7,1
13972.0,72,2,190.25,newest,lowest,smallest,newest-lowest-smallest,7,0
13973.0,289,1,264.7,medium,lowest,smallest,medium-lowest-smallest,5,0
13974.0,51,1,413.59000000000003,newest,lowest,smallest,newest-lowest-smallest,7,0
13975.0,38,7,2438.19,newest,lowest,smallest,newest-lowest-smallest,7,2
13976.0,208,1,357.98,newer,lowest,smallest,newer-lowest-smallest,6,0
13978.0,16,2,196.79000000000002,newest,lowest,smallest,newest-lowest-smallest,7,2
13979.0,75,1,869.87,newest,lowest,smallest,newest-lowest-smallest,7,0
13980.0,62,1,200.14,newest,lowest,smallest,newest-lowest-smallest,7,0
13982.0,41,5,1861.11,newest,lowest,smallest,newest-lowest-smallest,7,2
13983.0,1,13,2590.46,newest,lowest,smallest,newest-lowest-smallest,7,1
13984.0,28,6,488.03,newest,lowest,smallest,newest-lowest-smallest,7,2
13985.0,1,16,7024.53,newest,lowest,smallest,newest-lowest-smallest,7,1
13986.0,19,1,320.46,newest,lowest,smallest,newest-lowest-smallest,7,0
13988.0,21,9,4098.8,newest,lowest,smallest,newest-lowest-smallest,7,1
13989.0,215,2,1266.08,newer,lowest,smallest,newer-lowest-smallest,6,0
13990.0,67,1,311.3,newest,lowest,smallest,newest-lowest-smallest,7,0
13991.0,14,7,847.54,newest,lowest,smallest,newest-lowest-smallest,7,2
13992.0,91,1,76.8,newest,lowest,smallest,newest-lowest-smallest,7,0
13993.0,32,12,3409.66,newest,lowest,smallest,newest-lowest-smallest,7,1
13994.0,41,6,2274.14,newest,lowest,smallest,newest-lowest-smallest,7,2
13995.0,17,6,1383.49,newest,lowest,smallest,newest-lowest-smallest,7,2
13999.0,12,15,3865.26,newest,lowest,smallest,newest-lowest-smallest,7,1
14000.0,6,2,633.71,newest,lowest,smallest,newest-lowest-smallest,7,2
14001.0,47,4,2030.3300000000002,newest,lowest,smallest,newest-lowest-smallest,7,2
14002.0,136,2,529.73,newest,lowest,smallest,newest-lowest-smallest,7,0
14004.0,45,7,4582.64,newest,lowest,smallest,newest-lowest-smallest,7,1
14005.0,11,5,2874.72,newest,lowest,smallest,newest-lowest-smallest,7,2
14006.0,7,3,962.19,newest,lowest,smallest,newest-lowest-smallest,7,2
14009.0,200,3,685.9300000000001,newer,lowest,smallest,newer-lowest-smallest,6,0
14012.0,161,1,328.8,newer,lowest,smallest,newer-lowest-smallest,6,0
14013.0,99,3,473.02,newest,lowest,smallest,newest-lowest-smallest,7,0
14014.0,79,1,505.18,newest,lowest,smallest,newest-lowest-smallest,7,0
14015.0,54,1,917.34,newest,lowest,smallest,newest-lowest-smallest,7,0
14016.0,126,5,4328.46,newest,lowest,smallest,newest-lowest-smallest,7,2
14019.0,48,4,1398.96,newest,lowest,smallest,newest-lowest-smallest,7,2
14020.0,2,2,642.8,newest,lowest,smallest,newest-lowest-smallest,7,2
14021.0,6,3,631.9,newest,lowest,smallest,newest-lowest-smallest,7,2
14022.0,227,1,440.0,newer,lowest,smallest,newer-lowest-smallest,6,0
14023.0,282,2,584.07,medium,lowest,smallest,medium-lowest-smallest,5,0
14024.0,64,2,327.7,newest,lowest,smallest,newest-lowest-smallest,7,0
14027.0,62,1,104.82,newest,lowest,smallest,newest-lowest-smallest,7,0
14029.0,146,2,467.66,newer,lowest,smallest,newer-lowest-smallest,6,0
14030.0,20,8,2358.84,newest,lowest,smallest,newest-lowest-smallest,7,2
14031.0,23,23,14634.640000000001,newest,lowest,smallest,newest-lowest-smallest,7,1
14032.0,7,18,2929.84,newest,lowest,smallest,newest-lowest-smallest,7,1
14034.0,24,4,509.09,newest,lowest,smallest,newest-lowest-smallest,7,2
14035.0,30,5,1428.02,newest,lowest,smallest,newest-lowest-smallest,7,2
14036.0,286,1,626.65,medium,lowest,smallest,medium-lowest-smallest,5,0
14037.0,178,2,147.20000000000002,newer,lowest,smallest,newer-lowest-smallest,6,0
14038.0,80,4,1554.48,newest,lowest,smallest,newest-lowest-smallest,7,2
14039.0,183,1,152.2,newer,lowest,smallest,newer-lowest-smallest,6,0
14040.0,10,15,3487.59,newest,lowest,smallest,newest-lowest-smallest,7,1
14041.0,268,1,141.41,newer,lowest,smallest,newer-lowest-smallest,6,0
14044.0,28,4,646.42,newest,lowest,smallest,newest-lowest-smallest,7,2
14045.0,111,4,1659.75,newest,lowest,smallest,newest-lowest-smallest,7,2
14046.0,286,1,154.99,medium,lowest,smallest,medium-lowest-smallest,5,0
14047.0,75,7,1290.01,newest,lowest,smallest,newest-lowest-smallest,7,2
14048.0,161,2,375.13,newer,lowest,smallest,newer-lowest-smallest,6,0
14049.0,18,6,5536.15,newest,lowest,smallest,newest-lowest-smallest,7,1
14050.0,108,2,746.36,newest,lowest,smallest,newest-lowest-smallest,7,0
14051.0,19,26,15477.34,newest,lowest,smallest,newest-lowest-smallest,7,1
14052.0,21,1,225.36,newest,lowest,smallest,newest-lowest-smallest,7,0
14053.0,156,2,260.25,newer,lowest,smallest,newer-lowest-smallest,6,0
14054.0,215,1,92.46,newer,lowest,smallest,newer-lowest-smallest,6,0
14055.0,108,1,725.6400000000001,newest,lowest,smallest,newest-lowest-smallest,7,0
14056.0,17,29,8062.46,newest,lowest,smallest,newest-lowest-smallest,7,1
14057.0,25,18,6141.099999999999,newest,lowest,smallest,newest-lowest-smallest,7,1
14059.0,268,1,183.6,newer,lowest,smallest,newer-lowest-smallest,6,0
14060.0,24,20,6135.38,newest,lowest,smallest,newest-lowest-smallest,7,1
14062.0,11,12,10464.85,newest,lowest,smallest,newest-lowest-smallest,7,1
14064.0,6,7,1168.92,newest,lowest,smallest,newest-lowest-smallest,7,2
14066.0,268,1,152.55,newer,lowest,smallest,newer-lowest-smallest,6,0
14067.0,154,2,374.7,newer,lowest,smallest,newer-lowest-smallest,6,0
14068.0,322,1,265.85,medium,lowest,smallest,medium-lowest-smallest,5,0
14071.0,7,9,1306.16,newest,lowest,smallest,newest-lowest-smallest,7,2
14073.0,23,2,139.54,newest,lowest,smallest,newest-lowest-smallest,7,2
14075.0,21,3,942.26,newest,lowest,smallest,newest-lowest-smallest,7,2
14076.0,306,1,118.67,medium,lowest,smallest,medium-lowest-smallest,5,0
14077.0,42,5,499.41999999999996,newest,lowest,smallest,newest-lowest-smallest,7,2
14078.0,67,6,1049.37,newest,lowest,smallest,newest-lowest-smallest,7,2
14079.0,156,1,375.1,newer,lowest,smallest,newer-lowest-smallest,6,0
14080.0,153,1,45.599999999999994,newer,lowest,smallest,newer-lowest-smallest,6,0
14081.0,70,4,891.77,newest,lowest,smallest,newest-lowest-smallest,7,2
14082.0,425,1,182.25,older,lowest,smallest,older-lowest-smallest,4,0
14083.0,38,9,1002.9,newest,lowest,smallest,newest-lowest-smallest,7,2
14085.0,11,19,4408.54,newest,lowest,smallest,newest-lowest-smallest,7,1
14087.0,152,2,178.72,newer,lowest,smallest,newer-lowest-smallest,6,0
14089.0,58,1,158.75,newest,lowest,smallest,newest-lowest-smallest,7,0
14090.0,326,1,76.32000000000001,medium,lowest,smallest,medium-lowest-smallest,5,0
14092.0,25,17,4063.1,newest,lowest,smallest,newest-lowest-smallest,7,1
14093.0,14,1,433.86,newest,lowest,smallest,newest-lowest-smallest,7,0
14098.0,275,1,147.35,newer,lowest,smallest,newer-lowest-smallest,6,0
14099.0,18,12,3092.9700000000003,newest,lowest,smallest,newest-lowest-smallest,7,1
14100.0,139,1,191.95000000000002,newest,lowest,smallest,newest-lowest-smallest,7,0
14101.0,75,6,5976.79,newest,lowest,smallest,newest-lowest-smallest,7,1
14102.0,13,8,1060.33,newest,lowest,smallest,newest-lowest-smallest,7,2
14104.0,126,2,216.20999999999998,newest,lowest,smallest,newest-lowest-smallest,7,0
14105.0,87,2,1260.33,newest,lowest,smallest,newest-lowest-smallest,7,0
14107.0,53,8,2688.48,newest,lowest,smallest,newest-lowest-smallest,7,2
14108.0,91,3,594.16,newest,lowest,smallest,newest-lowest-smallest,7,0
14109.0,25,2,80.2,newest,lowest,smallest,newest-lowest-smallest,7,2
14110.0,2,13,5669.65,newest,lowest,smallest,newest-lowest-smallest,7,1
14111.0,7,5,688.6,newest,lowest,smallest,newest-lowest-smallest,7,2
14112.0,24,12,2774.17,newest,lowest,smallest,newest-lowest-smallest,7,1
14113.0,24,8,1377.92,newest,lowest,smallest,newest-lowest-smallest,7,2
14114.0,38,2,386.53,newest,lowest,smallest,newest-lowest-smallest,7,0
14116.0,21,5,1382.74,newest,lowest,smallest,newest-lowest-smallest,7,2
14117.0,145,1,90.0,newer,lowest,smallest,newer-lowest-smallest,6,0
14119.0,356,1,-19.9,medium,lowest,smallest,medium-lowest-smallest,5,0
14121.0,12,6,2740.3,newest,lowest,smallest,newest-lowest-smallest,7,2
14124.0,86,1,419.58000000000004,newest,lowest,smallest,newest-lowest-smallest,7,0
14125.0,12,3,2720.63,newest,lowest,smallest,newest-lowest-smallest,7,2
14126.0,12,4,643.6300000000001,newest,lowest,smallest,newest-lowest-smallest,7,2
14127.0,94,3,709.71,newest,lowest,smallest,newest-lowest-smallest,7,0
14128.0,62,2,637.5,newest,lowest,smallest,newest-lowest-smallest,7,0
14129.0,19,5,1123.8600000000001,newest,lowest,smallest,newest-lowest-smallest,7,2
14130.0,321,1,480.91,medium,lowest,smallest,medium-lowest-smallest,5,0
14132.0,4,12,3580.13,newest,lowest,smallest,newest-lowest-smallest,7,1
14133.0,39,5,590.3399999999999,newest,lowest,smallest,newest-lowest-smallest,7,2
14135.0,40,15,4690.31,newest,lowest,smallest,newest-lowest-smallest,7,1
14138.0,121,2,965.8800000000001,newest,lowest,smallest,newest-lowest-smallest,7,0
14139.0,48,1,415.82,newest,lowest,smallest,newest-lowest-smallest,7,0
14140.0,23,3,920.05,newest,lowest,smallest,newest-lowest-smallest,7,2
14141.0,31,6,879.0300000000001,newest,lowest,smallest,newest-lowest-smallest,7,2
14142.0,698,1,311.81,oldest,lowest,smallest,oldest-lowest-smallest,3,0
14143.0,135,1,115.8,newest,lowest,smallest,newest-lowest-smallest,7,0
14145.0,48,5,3148.2,newest,lowest,smallest,newest-lowest-smallest,7,2
14146.0,83,6,2949.57,newest,lowest,smallest,newest-lowest-smallest,7,2
14147.0,51,3,468.4,newest,lowest,smallest,newest-lowest-smallest,7,2
14148.0,235,1,157.2,newer,lowest,smallest,newer-lowest-smallest,6,0
14149.0,36,3,259.43,newest,lowest,smallest,newest-lowest-smallest,7,2
14150.0,244,2,658.64,newer,lowest,smallest,newer-lowest-smallest,6,0
14152.0,77,3,611.09,newest,lowest,smallest,newest-lowest-smallest,7,0
14154.0,241,2,1345.62,newer,lowest,smallest,newer-lowest-smallest,6,0
14155.0,268,1,118.75,newer,lowest,smallest,newer-lowest-smallest,6,0
14157.0,21,3,392.44,newest,lowest,smallest,newest-lowest-smallest,7,2
14158.0,42,1,507.66,newest,lowest,smallest,newest-lowest-smallest,7,0
14159.0,21,14,4615.64,newest,lowest,smallest,newest-lowest-smallest,7,1
14161.0,128,3,1097.6200000000001,newest,lowest,smallest,newest-lowest-smallest,7,0
14162.0,175,2,289.36,newer,lowest,smallest,newer-lowest-smallest,6,0
14163.0,65,4,2445.91,newest,lowest,smallest,newest-lowest-smallest,7,2
14164.0,72,2,1631.77,newest,lowest,smallest,newest-lowest-smallest,7,0
14165.0,99,1,120.44,newest,lowest,smallest,newest-lowest-smallest,7,0
14167.0,10,4,562.59,newest,lowest,smallest,newest-lowest-smallest,7,2
14171.0,305,1,363.79,medium,lowest,smallest,medium-lowest-smallest,5,0
14173.0,12,4,450.84,newest,lowest,smallest,newest-lowest-smallest,7,2
14174.0,183,1,134.46,newer,lowest,smallest,newer-lowest-smallest,6,0
14175.0,31,7,3108.06,newest,lowest,smallest,newest-lowest-smallest,7,2
14176.0,299,5,574.0,medium,lowest,smallest,medium-lowest-smallest,5,0
14177.0,86,5,544.51,newest,lowest,smallest,newest-lowest-smallest,7,2
14178.0,30,7,1600.26,newest,lowest,smallest,newest-lowest-smallest,7,2
14179.0,42,2,701.57,newest,lowest,smallest,newest-lowest-smallest,7,0
14180.0,12,31,4640.77,newest,lowest,smallest,newest-lowest-smallest,7,1
14184.0,245,1,452.89,newer,lowest,smallest,newer-lowest-smallest,6,0
14185.0,10,1,197.65,newest,lowest,smallest,newest-lowest-smallest,7,2
14188.0,73,10,2018.91,newest,lowest,smallest,newest-lowest-smallest,7,2
14189.0,11,24,4604.31,newest,lowest,smallest,newest-lowest-smallest,7,1
14191.0,11,14,4660.01,newest,lowest,smallest,newest-lowest-smallest,7,1
14193.0,271,2,853.39,newer,lowest,smallest,newer-lowest-smallest,6,0
14194.0,10,32,11216.75,newest,lowest,smallest,newest-lowest-smallest,7,1
14195.0,203,3,962.7,newer,lowest,smallest,newer-lowest-smallest,6,0
14196.0,108,1,335.52,newest,lowest,smallest,newest-lowest-smallest,7,0
14198.0,20,7,663.5,newest,lowest,smallest,newest-lowest-smallest,7,2
14199.0,220,1,185.39999999999998,newer,lowest,smallest,newer-lowest-smallest,6,0
14201.0,5,9,688.04,newest,lowest,smallest,newest-lowest-smallest,7,2
14204.0,152,1,150.61,newer,lowest,smallest,newer-lowest-smallest,6,0
14205.0,12,4,218.78,newest,lowest,smallest,newest-lowest-smallest,7,2
14206.0,241,2,308.26,newer,lowest,smallest,newer-lowest-smallest,6,0
14208.0,185,1,151.74,newer,lowest,smallest,newer-lowest-smallest,6,0
14209.0,12,7,2067.13,newest,lowest,smallest,newest-lowest-smallest,7,2
14210.0,93,7,1900.89,newest,lowest,smallest,newest-lowest-smallest,7,2
14211.0,55,13,2208.3,newest,lowest,smallest,newest-lowest-smallest,7,2
14212.0,32,1,1070.48,newest,lowest,smallest,newest-lowest-smallest,7,0
14213.0,639,1,-1192.2,oldest,lowest,smallest,oldest-lowest-smallest,3,0
14214.0,38,7,1000.23,newest,lowest,smallest,newest-lowest-smallest,7,2
14215.0,13,7,1777.92,newest,lowest,smallest,newest-lowest-smallest,7,2
14216.0,18,4,1839.3,newest,lowest,smallest,newest-lowest-smallest,7,2
14217.0,11,24,1925.3600000000001,newest,lowest,smallest,newest-lowest-smallest,7,1
14218.0,44,1,169.48000000000002,newest,lowest,smallest,newest-lowest-smallest,7,0
14219.0,213,1,89.94,newer,lowest,smallest,newer-lowest-smallest,6,0
14220.0,190,2,632.4,newer,lowest,smallest,newer-lowest-smallest,6,0
14221.0,44,10,3427.85,newest,lowest,smallest,newest-lowest-smallest,7,1
14222.0,179,1,683.17,newer,lowest,smallest,newer-lowest-smallest,6,0
14223.0,124,4,975.23,newest,lowest,smallest,newest-lowest-smallest,7,0
14224.0,112,4,1009.73,newest,lowest,smallest,newest-lowest-smallest,7,2
14226.0,30,7,2184.2400000000002,newest,lowest,smallest,newest-lowest-smallest,7,2
14227.0,28,15,3315.71,newest,lowest,smallest,newest-lowest-smallest,7,1
14229.0,53,5,1450.6,newest,lowest,smallest,newest-lowest-smallest,7,2
14231.0,96,5,822.0600000000001,newest,lowest,smallest,newest-lowest-smallest,7,2
14232.0,44,8,2043.93,newest,lowest,smallest,newest-lowest-smallest,7,2
14233.0,6,5,1447.51,newest,lowest,smallest,newest-lowest-smallest,7,2
14234.0,23,4,754.12,newest,lowest,smallest,newest-lowest-smallest,7,2
14235.0,12,6,3093.86,newest,lowest,smallest,newest-lowest-smallest,7,2
14236.0,82,2,490.86,newest,lowest,smallest,newest-lowest-smallest,7,0
14237.0,698,1,161.0,oldest,lowest,smallest,oldest-lowest-smallest,3,0
14238.0,328,1,146.85,medium,lowest,smallest,medium-lowest-smallest,5,0
14239.0,45,13,2323.5,newest,lowest,smallest,newest-lowest-smallest,7,2
14240.0,91,2,890.34,newest,lowest,smallest,newest-lowest-smallest,7,0
14241.0,96,1,213.70000000000002,newest,lowest,smallest,newest-lowest-smallest,7,0
14242.0,236,2,280.55,newer,lowest,smallest,newer-lowest-smallest,6,0
14243.0,93,14,2535.88,newest,lowest,smallest,newest-lowest-smallest,7,2
14245.0,178,5,1677.48,newer,lowest,smallest,newer-lowest-smallest,6,2
14246.0,112,3,1474.06,newest,lowest,smallest,newest-lowest-smallest,7,0
14247.0,191,1,136.76999999999998,newer,lowest,smallest,newer-lowest-smallest,6,0
14248.0,320,1,302.58,medium,lowest,smallest,medium-lowest-smallest,5,0
14250.0,32,3,1904.05,newest,lowest,smallest,newest-lowest-smallest,7,2
14251.0,12,5,2879.7000000000003,newest,lowest,smallest,newest-lowest-smallest,7,2
14256.0,256,3,935.0600000000001,newer,lowest,smallest,newer-lowest-smallest,6,0
14257.0,53,6,3087.27,newest,lowest,smallest,newest-lowest-smallest,7,2
14258.0,11,10,12650.08,newest,lowest,smallest,newest-lowest-smallest,7,1
14259.0,143,1,120.0,newer,lowest,smallest,newer-lowest-smallest,6,0
14261.0,52,2,1163.45,newest,lowest,smallest,newest-lowest-smallest,7,0
14262.0,19,8,2618.23,newest,lowest,smallest,newest-lowest-smallest,7,2
14264.0,126,3,319.47,newest,lowest,smallest,newest-lowest-smallest,7,0
14265.0,111,2,530.18,newest,lowest,smallest,newest-lowest-smallest,7,0
14267.0,4,7,1279.09,newest,lowest,smallest,newest-lowest-smallest,7,2
14270.0,10,1,492.65000000000003,newest,lowest,smallest,newest-lowest-smallest,7,2
14271.0,227,1,112.32,newer,lowest,smallest,newer-lowest-smallest,6,0
14272.0,75,2,437.96,newest,lowest,smallest,newest-lowest-smallest,7,0
14273.0,37,4,559.97,newest,lowest,smallest,newest-lowest-smallest,7,2
14276.0,1,5,1019.39,newest,lowest,smallest,newest-lowest-smallest,7,2
14277.0,17,4,3928.8,newest,lowest,smallest,newest-lowest-smallest,7,2
14280.0,198,1,134.04,newer,lowest,smallest,newer-lowest-smallest,6,0
14282.0,21,15,3701.44,newest,lowest,smallest,newest-lowest-smallest,7,1
14284.0,81,3,578.45,newest,lowest,smallest,newest-lowest-smallest,7,0
14285.0,23,4,1910.01,newest,lowest,smallest,newest-lowest-smallest,7,2
14286.0,2,5,4595.81,newest,lowest,smallest,newest-lowest-smallest,7,1
14287.0,66,4,151.23000000000002,newest,lowest,smallest,newest-lowest-smallest,7,2
14288.0,36,2,413.85,newest,lowest,smallest,newest-lowest-smallest,7,0
14289.0,7,6,911.26,newest,lowest,smallest,newest-lowest-smallest,7,2
14290.0,13,6,2307.4500000000003,newest,lowest,smallest,newest-lowest-smallest,7,2
14291.0,33,12,3873.3,newest,lowest,smallest,newest-lowest-smallest,7,1
14292.0,2,14,4819.33,newest,lowest,smallest,newest-lowest-smallest,7,1
14293.0,149,4,1046.56,newer,lowest,smallest,newer-lowest-smallest,6,0
14295.0,40,2,154.70000000000002,newest,lowest,smallest,newest-lowest-smallest,7,0
14297.0,19,6,1284.06,newest,lowest,smallest,newest-lowest-smallest,7,2
14299.0,1,18,2855.35,newest,lowest,smallest,newest-lowest-smallest,7,1
14300.0,20,1,43.2,newest,lowest,smallest,newest-lowest-smallest,7,0
14301.0,109,2,632.04,newest,lowest,smallest,newest-lowest-smallest,7,0
14304.0,39,2,197.1,newest,lowest,smallest,newest-lowest-smallest,7,0
14305.0,33,5,1803.76,newest,lowest,smallest,newest-lowest-smallest,7,2
14306.0,53,3,2083.42,newest,lowest,smallest,newest-lowest-smallest,7,2
14307.0,2,6,2995.72,newest,lowest,smallest,newest-lowest-smallest,7,1
14309.0,30,10,2319.68,newest,lowest,smallest,newest-lowest-smallest,7,2
14311.0,37,2,229.71,newest,lowest,smallest,newest-lowest-smallest,7,0
14312.0,38,6,1611.59,newest,lowest,smallest,newest-lowest-smallest,7,2
14314.0,108,1,120.0,newest,lowest,smallest,newest-lowest-smallest,7,0
14315.0,23,7,2456.98,newest,lowest,smallest,newest-lowest-smallest,7,2
14317.0,184,1,508.58000000000004,newer,lowest,smallest,newer-lowest-smallest,6,0
14320.0,40,3,343.11,newest,lowest,smallest,newest-lowest-smallest,7,2
14321.0,12,5,1530.75,newest,lowest,smallest,newest-lowest-smallest,7,2
14323.0,116,4,574.26,newest,lowest,smallest,newest-lowest-smallest,7,0
14326.0,37,2,166.85,newest,lowest,smallest,newest-lowest-smallest,7,0
14327.0,165,1,311.65,newer,lowest,smallest,newer-lowest-smallest,6,0
14329.0,19,14,4889.14,newest,lowest,smallest,newest-lowest-smallest,7,1
14331.0,137,2,462.65999999999997,newest,lowest,smallest,newest-lowest-smallest,7,0
14332.0,24,3,840.21,newest,lowest,smallest,newest-lowest-smallest,7,2
14333.0,183,2,351.45,newer,lowest,smallest,newer-lowest-smallest,6,0
14334.0,18,9,2539.46,newest,lowest,smallest,newest-lowest-smallest,7,2
14335.0,18,2,454.86,newest,lowest,smallest,newest-lowest-smallest,7,2
14336.0,18,4,1614.91,newest,lowest,smallest,newest-lowest-smallest,7,2
14338.0,198,4,554.22,newer,lowest,smallest,newer-lowest-smallest,6,0
14339.0,37,4,289.90999999999997,newest,lowest,smallest,newest-lowest-smallest,7,2
14340.0,220,1,134.7,newer,lowest,smallest,newer-lowest-smallest,6,0
14341.0,47,9,2151.08,newest,lowest,smallest,newest-lowest-smallest,7,2
14342.0,23,6,607.71,newest,lowest,smallest,newest-lowest-smallest,7,2
14344.0,99,8,889.9300000000001,newest,lowest,smallest,newest-lowest-smallest,7,2
14345.0,334,1,108.97999999999999,medium,lowest,smallest,medium-lowest-smallest,5,0
14346.0,33,2,1021.58,newest,lowest,smallest,newest-lowest-smallest,7,2
